Location no : 1,,,,,
20,wireless,c8:f9:f9:89:84:70,-83,31.470718,74.409211
21,LUMS-Guest,c8:f9:f9:a0:c9:01,-77,31.470718,74.409211
21,LUMS-Guest,c8:f9:f9:89:8a:81,-75,31.470718,74.409211
21,wireless,c8:f9:f9:a0:c9:00,-76,31.470718,74.409211
21,wireless,c8:f9:f9:89:84:70,-83,31.470718,74.409211
21,wireless,c8:f9:f9:89:8a:80,-76,31.470718,74.409211
,,,,,
Location no : 8,,,,,
22,LUMS-Guest,c8:f9:f9:a0:c9:01,-78,31.470788,74.409149
22,LUMS-Guest,c8:f9:f9:89:8a:81,-76,31.470788,74.409149
22,wireless,c8:f9:f9:a0:6a:20,-92,31.470788,74.409149
22,wireless,c8:f9:f9:a0:c9:00,-76,31.470788,74.409149
22,wireless,c8:f9:f9:89:84:70,-83,31.470788,74.409149
22,wireless,c8:f9:f9:89:8a:80,-79,31.470788,74.409149
23,LUMS-Guest,c8:f9:f9:a0:c9:01,-78,31.470788,74.409149
23,LUMS-Guest,c8:f9:f9:89:8a:81,-76,31.470788,74.409149
23,wireless,c8:f9:f9:a0:6a:20,-92,31.470788,74.409149
23,wireless,c8:f9:f9:a0:c9:00,-76,31.470788,74.409149
23,wireless,c8:f9:f9:89:84:70,-83,31.470788,74.409149
23,wireless,c8:f9:f9:89:8a:80,-79,31.470788,74.409149
24,LUMS-Guest,c8:f9:f9:a0:c9:01,-78,31.470788,74.409149
24,LUMS-Guest,c8:f9:f9:a0:67:11,-94,31.470788,74.409149
24,wireless,c8:f9:f9:a0:c9:00,-78,31.470788,74.409149
24,wireless,c8:f9:f9:a0:67:10,-94,31.470788,74.409149
24,wireless,c8:f9:f9:89:84:70,-83,31.470788,74.409149
,,,,,
Location no : 9,,,,,
25,LUMS-Guest,c8:f9:f9:a0:c9:01,-84,31.470816,74.409178
25,wireless,c8:f9:f9:a0:c9:00,-80,31.470816,74.409178
25,wireless,c8:f9:f9:a0:67:10,-92,31.470816,74.409178
25,wireless,c8:f9:f9:89:84:70,-83,31.470816,74.409178
26,LUMS-Guest,c8:f9:f9:a0:c9:01,-84,31.470816,74.409178
26,wireless,c8:f9:f9:a0:c9:00,-80,31.470816,74.409178
26,wireless,c8:f9:f9:a0:67:10,-92,31.470816,74.409178
26,wireless,c8:f9:f9:89:84:70,-83,31.470816,74.409178
27,LUMS-Guest,c8:f9:f9:89:84:71,-90,31.470816,74.409178
27,LUMS-Guest,c8:f9:f9:a0:c9:01,-90,31.470816,74.409178
27,wireless,c8:f9:f9:a0:6a:20,-95,31.470816,74.409178
27,wireless,c8:f9:f9:89:84:70,-83,31.470816,74.409178
,,,,,
Location no : 10,,,,,
28,LUMS-Guest,c8:f9:f9:89:84:71,-90,31.47074,74.409248
28,wireless,c8:f9:f9:a0:c9:00,-91,31.47074,74.409248
28,wireless,c8:f9:f9:89:84:70,-94,31.47074,74.409248
29,LUMS-Guest,c8:f9:f9:89:84:71,-90,31.47074,74.409248
29,wireless,c8:f9:f9:a0:c9:00,-91,31.47074,74.409248
29,wireless,c8:f9:f9:89:84:70,-94,31.47074,74.409248
30,LUMS-Guest,c8:f9:f9:89:84:71,-89,31.47074,74.409248
30,LUMS-Guest,c8:f9:f9:a0:6a:21,-91,31.47074,74.409248
30,wireless,c8:f9:f9:89:84:70,-87,31.47074,74.409248
31,LUMS-Guest,c8:f9:f9:89:84:71,-89,31.47074,74.409248
31,LUMS-Guest,c8:f9:f9:a0:6a:21,-91,31.47074,74.409248
31,wireless,c8:f9:f9:89:84:70,-87,31.47074,74.409248
,,,,,
Location no : 11,,,,,
32,LUMS-Guest,c8:f9:f9:89:84:71,-90,31.470652,74.409327
32,LUMS-Guest,c8:f9:f9:a0:6a:21,-94,31.470652,74.409327
32,wireless,c8:f9:f9:a0:6a:20,-94,31.470652,74.409327
32,wireless,c8:f9:f9:89:84:70,-86,31.470652,74.409327
33,LUMS-Guest,c8:f9:f9:89:84:71,-90,31.470652,74.409327
33,LUMS-Guest,c8:f9:f9:a0:6a:21,-94,31.470652,74.409327
33,wireless,c8:f9:f9:a0:6a:20,-94,31.470652,74.409327
33,wireless,c8:f9:f9:89:84:70,-86,31.470652,74.409327
34,LUMS-Guest,c8:f9:f9:a0:97:81,-95,31.470652,74.409327
34,wireless,c8:f9:f9:89:84:70,-86,31.470652,74.409327
,,,,,
Location no : 12,,,,,
35,LUMS-Guest,c8:f9:f9:a0:97:81,-95,31.470594,74.409383
35,wireless,c8:f9:f9:a0:6a:20,-94,31.470594,74.409383
35,LUMS-Guest,c8:f9:f9:89:84:71,-84,31.470594,74.409383
35,LUMS-Guest,c8:f9:f9:a0:6a:21,-94,31.470594,74.409383
35,wireless,c8:f9:f9:89:84:70,-88,31.470594,74.409383
36,LUMS-Guest,c8:f9:f9:a0:97:81,-95,31.470594,74.409383
36,wireless,c8:f9:f9:a0:6a:20,-94,31.470594,74.409383
36,LUMS-Guest,c8:f9:f9:89:84:71,-84,31.470594,74.409383
36,LUMS-Guest,c8:f9:f9:a0:6a:21,-94,31.470594,74.409383
36,wireless,c8:f9:f9:89:84:70,-88,31.470594,74.409383
37,LUMS-Guest,c8:f9:f9:a0:97:81,-96,31.470594,74.409383
37,wireless,c8:f9:f9:a0:c4:40,-95,31.470594,74.409383
37,LUMS-Guest,c8:f9:f9:89:84:71,-84,31.470594,74.409383
37,LUMS-Guest,c8:f9:f9:a0:6a:21,-90,31.470594,74.409383
37,wireless,c8:f9:f9:a0:97:80,-94,31.470594,74.409383
37,wireless,c8:f9:f9:89:84:70,-80,31.470594,74.409383
,,,,,
Location no : 13,,,,,
38,LUMS-Guest,c8:f9:f9:89:84:71,-83,31.470624,74.409428
38,LUMS-Guest,c8:f9:f9:a0:97:81,-97,31.470624,74.409428
38,wireless,c8:f9:f9:89:84:70,-79,31.470624,74.409428
38,wireless,c8:f9:f9:a0:c4:40,-93,31.470624,74.409428
39,LUMS-Guest,c8:f9:f9:89:84:71,-83,31.470624,74.409428
39,LUMS-Guest,c8:f9:f9:a0:97:81,-97,31.470624,74.409428
39,wireless,c8:f9:f9:89:84:70,-79,31.470624,74.409428
39,wireless,c8:f9:f9:a0:c4:40,-93,31.470624,74.409428
40,LUMS-Guest,c8:f9:f9:89:84:71,-75,31.470624,74.409428
40,wireless,c8:f9:f9:89:84:70,-79,31.470624,74.409428
,,,,,
Location no : 14,,,,,
41,LUMS-Guest,c8:f9:f9:89:84:71,-75,31.47069,74.40937
41,wireless,c8:f9:f9:a0:c9:00,-92,31.47069,74.40937
41,wireless,c8:f9:f9:a0:6a:20,-93,31.47069,74.40937
41,wireless,c8:f9:f9:89:84:70,-77,31.47069,74.40937
42,LUMS-Guest,c8:f9:f9:89:84:71,-75,31.47069,74.40937
42,wireless,c8:f9:f9:a0:c9:00,-92,31.47069,74.40937
42,wireless,c8:f9:f9:a0:6a:20,-93,31.47069,74.40937
42,wireless,c8:f9:f9:89:84:70,-77,31.47069,74.40937
43,LUMS-Guest,c8:f9:f9:a0:c9:01,-93,31.47069,74.40937
43,wireless,c8:f9:f9:a0:c9:00,-92,31.47069,74.40937
43,wireless,c8:f9:f9:89:84:70,-77,31.47069,74.40937
44,LUMS-Guest,c8:f9:f9:a0:c9:01,-93,31.47069,74.40937
44,wireless,c8:f9:f9:a0:c9:00,-92,31.47069,74.40937
44,wireless,c8:f9:f9:89:84:70,-77,31.47069,74.40937
,,,,,
Location no : 15,,,,,
45,LUMS-Guest,c8:f9:f9:a0:c9:01,-91,31.470774,74.409293
45,LUMS-Guest,c8:f9:f9:89:8a:81,-96,31.470774,74.409293
45,wireless,c8:f9:f9:a0:6a:20,-96,31.470774,74.409293
45,LUMS-Guest,c8:f9:f9:89:84:71,-93,31.470774,74.409293
45,wireless,c8:f9:f9:a0:c9:00,-86,31.470774,74.409293
45,wireless,c8:f9:f9:89:84:70,-77,31.470774,74.409293
46,LUMS-Guest,c8:f9:f9:a0:c9:01,-91,31.470774,74.409293
46,LUMS-Guest,c8:f9:f9:89:8a:81,-96,31.470774,74.409293
46,wireless,c8:f9:f9:a0:6a:20,-96,31.470774,74.409293
46,LUMS-Guest,c8:f9:f9:89:84:71,-93,31.470774,74.409293
46,wireless,c8:f9:f9:a0:c9:00,-86,31.470774,74.409293
46,wireless,c8:f9:f9:89:84:70,-77,31.470774,74.409293
47,LUMS-Guest,c8:f9:f9:a0:c9:01,-92,31.470774,74.409293
47,LUMS-Guest,c8:f9:f9:89:8a:81,-90,31.470774,74.409293
47,wireless,c8:f9:f9:a0:c9:00,-89,31.470774,74.409293
47,wireless,c8:f9:f9:89:84:70,-77,31.470774,74.409293
47,wireless,c8:f9:f9:89:8a:80,-90,31.470774,74.409293
,,,,,
Location no : 16,,,,,
48,LUMS-Guest,c8:f9:f9:89:8a:81,-96,31.470846,74.409237
48,wireless,c8:f9:f9:a0:c9:00,-94,31.470846,74.409237
48,wireless,c8:f9:f9:a0:6a:20,-94,31.470846,74.409237
48,wireless,c8:f9:f9:89:84:70,-77,31.470846,74.409237
49,LUMS-Guest,c8:f9:f9:89:8a:81,-96,31.470846,74.409237
49,wireless,c8:f9:f9:a0:c9:00,-94,31.470846,74.409237
49,wireless,c8:f9:f9:a0:6a:20,-94,31.470846,74.409237
49,wireless,c8:f9:f9:89:84:70,-77,31.470846,74.409237
,,,,,
Location no : 1,,,,,
1,LUMS-Guest,c8:f9:f9:a0:c9:01,-86,31.471152,74.409398
1,LUMS-Guest,c8:f9:f9:a0:67:11,-78,31.471152,74.409398
1,wireless,c8:f9:f9:a0:6a:20,-93,31.471152,74.409398
1,LUMS-Guest,00:24:c4:ab:68:51,-90,31.471152,74.409398
1,LUMS-Guest,00:18:ba:b7:57:91,-94,31.471152,74.409398
1,wireless,00:18:ba:b7:57:90,-94,31.471152,74.409398
1,wireless,c8:f9:f9:89:8a:80,-60,31.471152,74.409398
1,LUMS-Guest,c8:f9:f9:89:8a:81,-53,31.471152,74.409398
1,wireless,c8:f9:f9:a0:67:10,-79,31.471152,74.409398
2,LUMS-Guest,c8:f9:f9:a0:c9:01,-86,31.471152,74.409398
2,LUMS-Guest,c8:f9:f9:a0:67:11,-78,31.471152,74.409398
2,wireless,c8:f9:f9:a0:6a:20,-93,31.471152,74.409398
2,LUMS-Guest,00:24:c4:ab:68:51,-90,31.471152,74.409398
2,LUMS-Guest,00:18:ba:b7:57:91,-94,31.471152,74.409398
2,wireless,00:18:ba:b7:57:90,-94,31.471152,74.409398
2,wireless,c8:f9:f9:89:8a:80,-60,31.471152,74.409398
2,LUMS-Guest,c8:f9:f9:89:8a:81,-53,31.471152,74.409398
2,wireless,c8:f9:f9:a0:67:10,-79,31.471152,74.409398
3,LUMS-Guest,c8:f9:f9:a0:c9:01,-90,31.471152,74.409398
3,LUMS-Guest,c8:f9:f9:a0:67:11,-85,31.471152,74.409398
3,LUMS-Guest,c8:f9:f9:89:8a:81,-59,31.471152,74.409398
3,wireless,c8:f9:f9:a0:c9:00,-95,31.471152,74.409398
3,wireless,c8:f9:f9:a0:67:10,-80,31.471152,74.409398
3,wireless,c8:f9:f9:89:8a:80,-60,31.471152,74.409398
,,,,,
Location no : 2,,,,,
4,wireless,00:24:c4:ab:68:50,-93,31.471099,74.409313
4,LUMS-Guest,c8:f9:f9:a0:67:11,-80,31.471099,74.409313
4,LUMS-Guest,c8:f9:f9:89:8a:81,-57,31.471099,74.409313
4,wireless,c8:f9:f9:a0:67:10,-83,31.471099,74.409313
4,wireless,c8:f9:f9:89:8a:80,-60,31.471099,74.409313
5,wireless,00:24:c4:ab:68:50,-93,31.471099,74.409313
5,LUMS-Guest,c8:f9:f9:a0:67:11,-80,31.471099,74.409313
5,LUMS-Guest,c8:f9:f9:89:8a:81,-57,31.471099,74.409313
5,wireless,c8:f9:f9:a0:67:10,-83,31.471099,74.409313
5,wireless,c8:f9:f9:89:8a:80,-60,31.471099,74.409313
6,LUMS-Guest,c8:f9:f9:a0:c9:01,-88,31.471099,74.409313
6,LUMS-Guest,c8:f9:f9:a0:67:11,-69,31.471099,74.409313
6,wireless,c8:f9:f9:a0:6a:20,-93,31.471099,74.409313
6,wireless,c8:f9:f9:a0:c9:00,-87,31.471099,74.409313
6,wireless,00:18:ba:b7:57:90,-88,31.471099,74.409313
6,wireless,c8:f9:f9:89:8a:80,-56,31.471099,74.409313
6,LUMS-Guest,c8:f9:f9:89:8a:81,-50,31.471099,74.409313
6,wireless,c8:f9:f9:a0:67:10,-69,31.471099,74.409313
7,LUMS-Guest,c8:f9:f9:a0:c9:01,-88,31.471099,74.409313
7,LUMS-Guest,c8:f9:f9:a0:67:11,-69,31.471099,74.409313
7,wireless,c8:f9:f9:a0:6a:20,-93,31.471099,74.409313
7,wireless,c8:f9:f9:a0:c9:00,-87,31.471099,74.409313
7,wireless,00:18:ba:b7:57:90,-88,31.471099,74.409313
7,wireless,c8:f9:f9:89:8a:80,-56,31.471099,74.409313
7,LUMS-Guest,c8:f9:f9:89:8a:81,-50,31.471099,74.409313
7,wireless,c8:f9:f9:a0:67:10,-69,31.471099,74.409313
,,,,,
Location no : 3,,,,,
8,LUMS-Guest,c8:f9:f9:a0:c9:01,-88,31.47104,74.40922
8,LUMS-Guest,c8:f9:f9:a0:67:11,-70,31.47104,74.40922
8,LUMS-Guest,00:18:ba:b7:57:91,-94,31.47104,74.40922
8,wireless,c8:f9:f9:a0:c9:00,-89,31.47104,74.40922
8,wireless,00:18:ba:b7:57:90,-90,31.47104,74.40922
8,wireless,c8:f9:f9:89:8a:80,-59,31.47104,74.40922
8,LUMS-Guest,c8:f9:f9:89:8a:81,-49,31.47104,74.40922
8,wireless,c8:f9:f9:a0:67:10,-67,31.47104,74.40922
9,LUMS-Guest,c8:f9:f9:a0:c9:01,-88,31.47104,74.40922
9,LUMS-Guest,c8:f9:f9:a0:67:11,-70,31.47104,74.40922
9,LUMS-Guest,00:18:ba:b7:57:91,-94,31.47104,74.40922
9,wireless,c8:f9:f9:a0:c9:00,-89,31.47104,74.40922
9,wireless,00:18:ba:b7:57:90,-90,31.47104,74.40922
9,wireless,c8:f9:f9:89:8a:80,-59,31.47104,74.40922
9,LUMS-Guest,c8:f9:f9:89:8a:81,-49,31.47104,74.40922
9,wireless,c8:f9:f9:a0:67:10,-67,31.47104,74.40922
10,LUMS-Guest,c8:f9:f9:a0:c9:01,-90,31.47104,74.40922
10,LUMS-Guest,c8:f9:f9:a0:67:11,-65,31.47104,74.40922
10,LUMS-Guest,00:18:ba:b7:57:91,-89,31.47104,74.40922
10,wireless,c8:f9:f9:a0:c9:00,-91,31.47104,74.40922
10,wireless,00:18:ba:b7:57:90,-88,31.47104,74.40922
10,wireless,c8:f9:f9:89:8a:80,-75,31.47104,74.40922
10,LUMS-Guest,c8:f9:f9:89:8a:81,-82,31.47104,74.40922
10,wireless,c8:f9:f9:a0:67:10,-65,31.47104,74.40922
,,,,,
Location no : 4,,,,,
11,LUMS-Guest,c8:f9:f9:89:8a:81,-82,31.470982,74.409138
11,LUMS-Guest,c8:f9:f9:a0:67:11,-66,31.470982,74.409138
11,wireless,00:18:ba:b7:57:90,-86,31.470982,74.409138
11,wireless,c8:f9:f9:a0:67:10,-66,31.470982,74.409138
11,wireless,c8:f9:f9:89:8a:80,-81,31.470982,74.409138
12,LUMS-Guest,c8:f9:f9:89:8a:81,-82,31.470982,74.409138
12,LUMS-Guest,c8:f9:f9:a0:67:11,-66,31.470982,74.409138
12,wireless,00:18:ba:b7:57:90,-86,31.470982,74.409138
12,wireless,c8:f9:f9:a0:67:10,-66,31.470982,74.409138
12,wireless,c8:f9:f9:89:8a:80,-81,31.470982,74.409138
13,LUMS-Guest,c8:f9:f9:a0:4f:e1,-87,31.470982,74.409138
13,LUMS-Guest,c8:f9:f9:a0:67:11,-58,31.470982,74.409138
13,LUMS-Guest,00:18:ba:b7:57:91,-91,31.470982,74.409138
13,wireless,00:18:ba:b7:57:90,-88,31.470982,74.409138
13,wireless,c8:f9:f9:89:8a:80,-74,31.470982,74.409138
13,LUMS-Guest,c8:f9:f9:89:8a:81,-77,31.470982,74.409138
13,LUMS-Guest,c8:f9:f9:a0:53:41,-95,31.470982,74.409138
13,wireless,c8:f9:f9:a0:67:10,-59,31.470982,74.409138
14,LUMS-Guest,c8:f9:f9:a0:4f:e1,-87,31.470982,74.409138
14,LUMS-Guest,c8:f9:f9:a0:67:11,-58,31.470982,74.409138
14,LUMS-Guest,00:18:ba:b7:57:91,-91,31.470982,74.409138
14,wireless,00:18:ba:b7:57:90,-88,31.470982,74.409138
14,wireless,c8:f9:f9:89:8a:80,-74,31.470982,74.409138
14,LUMS-Guest,c8:f9:f9:89:8a:81,-77,31.470982,74.409138
14,LUMS-Guest,c8:f9:f9:a0:53:41,-95,31.470982,74.409138
14,wireless,c8:f9:f9:a0:67:10,-59,31.470982,74.409138
,,,,,
Location no : 5,,,,,
15,LUMS-Guest,c8:f9:f9:a0:4f:e1,-80,31.470942,74.409173
15,LUMS-Guest,c8:f9:f9:a0:67:11,-59,31.470942,74.409173
15,LUMS-Guest,00:18:ba:b7:57:91,-91,31.470942,74.409173
15,wireless,00:18:ba:b7:57:90,-92,31.470942,74.409173
15,wireless,c8:f9:f9:89:8a:80,-83,31.470942,74.409173
15,LUMS-Guest,c8:f9:f9:89:8a:81,-78,31.470942,74.409173
15,wireless,c8:f9:f9:a0:4f:e0,-80,31.470942,74.409173
15,wireless,c8:f9:f9:a0:67:10,-59,31.470942,74.409173
16,LUMS-Guest,c8:f9:f9:a0:4f:e1,-80,31.470942,74.409173
16,LUMS-Guest,c8:f9:f9:a0:67:11,-59,31.470942,74.409173
16,LUMS-Guest,00:18:ba:b7:57:91,-91,31.470942,74.409173
16,wireless,00:18:ba:b7:57:90,-92,31.470942,74.409173
16,wireless,c8:f9:f9:89:8a:80,-83,31.470942,74.409173
16,LUMS-Guest,c8:f9:f9:89:8a:81,-78,31.470942,74.409173
16,wireless,c8:f9:f9:a0:4f:e0,-80,31.470942,74.409173
16,wireless,c8:f9:f9:a0:67:10,-59,31.470942,74.409173
17,LUMS-Guest,c8:f9:f9:a0:c9:01,-89,31.470942,74.409173
17,LUMS-Guest,c8:f9:f9:a0:67:11,-88,31.470942,74.409173
17,wireless,c8:f9:f9:a0:c9:00,-92,31.470942,74.409173
17,wireless,00:18:ba:b7:57:90,-94,31.470942,74.409173
17,wireless,c8:f9:f9:89:8a:80,-72,31.470942,74.409173
17,LUMS-Guest,c8:f9:f9:89:8a:81,-71,31.470942,74.409173
17,wireless,c8:f9:f9:a0:4f:e0,-93,31.470942,74.409173
17,wireless,c8:f9:f9:a0:67:10,-84,31.470942,74.409173
18,LUMS-Guest,c8:f9:f9:a0:c9:01,-89,31.470942,74.409173
18,LUMS-Guest,c8:f9:f9:a0:67:11,-88,31.470942,74.409173
18,wireless,c8:f9:f9:a0:c9:00,-92,31.470942,74.409173
18,wireless,00:18:ba:b7:57:90,-94,31.470942,74.409173
18,wireless,c8:f9:f9:89:8a:80,-72,31.470942,74.409173
18,LUMS-Guest,c8:f9:f9:89:8a:81,-71,31.470942,74.409173
18,wireless,c8:f9:f9:a0:4f:e0,-93,31.470942,74.409173
18,wireless,c8:f9:f9:a0:67:10,-84,31.470942,74.409173
,,,,,
Location no : 6,,,,,
19,LUMS-Guest,c8:f9:f9:a0:c9:01,-92,31.470991,74.409258
19,LUMS-Guest,c8:f9:f9:a0:67:11,-90,31.470991,74.409258
19,LUMS-Guest,00:18:ba:b7:57:91,-94,31.470991,74.409258
19,wireless,c8:f9:f9:a0:c9:00,-94,31.470991,74.409258
19,wireless,c8:f9:f9:89:8a:80,-70,31.470991,74.409258
19,LUMS-Guest,c8:f9:f9:89:8a:81,-72,31.470991,74.409258
19,wireless,c8:f9:f9:a0:4f:e0,-94,31.470991,74.409258
19,wireless,c8:f9:f9:a0:67:10,-90,31.470991,74.409258
20,LUMS-Guest,c8:f9:f9:a0:c9:01,-92,31.470991,74.409258
20,LUMS-Guest,c8:f9:f9:a0:67:11,-90,31.470991,74.409258
20,LUMS-Guest,00:18:ba:b7:57:91,-94,31.470991,74.409258
20,wireless,c8:f9:f9:a0:c9:00,-94,31.470991,74.409258
20,wireless,c8:f9:f9:89:8a:80,-70,31.470991,74.409258
20,LUMS-Guest,c8:f9:f9:89:8a:81,-72,31.470991,74.409258
20,wireless,c8:f9:f9:a0:4f:e0,-94,31.470991,74.409258
20,wireless,c8:f9:f9:a0:67:10,-90,31.470991,74.409258
21,LUMS-Guest,c8:f9:f9:a0:c9:01,-92,31.470991,74.409258
21,LUMS-Guest,c8:f9:f9:a0:67:11,-80,31.470991,74.409258
21,LUMS-Guest,c8:f9:f9:89:84:51,-96,31.470991,74.409258
21,LUMS-Guest,00:18:ba:b7:57:91,-92,31.470991,74.409258
21,wireless,00:18:ba:b7:57:90,-91,31.470991,74.409258
21,wireless,c8:f9:f9:89:8a:80,-65,31.470991,74.409258
21,LUMS-Guest,c8:f9:f9:89:8a:81,-66,31.470991,74.409258
21,wireless,c8:f9:f9:a0:67:10,-80,31.470991,74.409258
22,LUMS-Guest,c8:f9:f9:a0:c9:01,-92,31.470991,74.409258
22,LUMS-Guest,c8:f9:f9:a0:67:11,-80,31.470991,74.409258
